carat,cut,color,clarity,depth,table,price,x,y,z
0.5,Fair,G,VS1,65.9,57,1373,5,4.87,3.25
0.39,Ideal,G,IF,61.9,54,1101,4.67,4.73,2.91
1,Very Good,I,SI1,58.5,61,4649,6.51,6.55,3.82
0.76,Very Good,G,VS2,61.1,57,3170,5.84,5.95,3.6
1,Good,D,SI1,57.6,62,4155,6.62,6.5,3.78
0.44,Very Good,G,SI1,60.3,58,786,4.94,4.99,2.99
1.55,Premium,I,SI2,58.2,59,8069,7.73,7.63,4.47
1.01,Ideal,J,VS2,61.3,57,4486,6.47,6.54,3.99
0.57,Very Good,G,SI2,59.4,58,1214,5.39,5.42,3.21
0.7,Premium,H,VS1,62.3,60,2333,5.65,5.61,3.51
0.31,Good,D,SI2,63.9,57,593,4.33,4.28,2.75
1.03,Good,E,SI2,63.8,62,4250,6.3,6.37,4.04
0.71,Fair,D,SI1,55.5,62,2086,6,5.97,3.32
0.61,Ideal,D,VVS2,62.4,58,3036,5.38,5.42,3.37
0.71,Good,F,SI1,63.7,58,2308,5.65,5.62,3.59
3,Good,E,I1,64.2,65,11548,9.08,8.96,5.79
0.53,Ideal,G,VVS1,61.6,57,2153,5.2,5.22,3.21
0.31,Premium,E,VS2,61,59,872,4.37,4.35,2.66
0.33,Premium,G,VS2,60.9,56,743,4.5,4.46,2.73
1.02,Ideal,G,VS2,62.4,57,5346,6.47,6.36,4
0.3,Ideal,E,VVS2,61.4,55,949,4.33,4.36,2.67
1,Very Good,D,SI2,59.5,62,4543,6.49,6.52,3.87
0.33,Ideal,G,VS1,61.9,54,666,4.44,4.48,2.76
1.7,Ideal,I,VS1,63,55,12030,7.75,7.54,4.76
0.38,Premium,I,SI2,62.7,58,641,4.61,4.57,2.88
1.52,Fair,H,SI2,64.9,58,6129,7.16,7.13,4.64
1.07,Very Good,H,VS2,62.7,57,5264,6.48,6.53,4.08
1.7,Premium,I,VS2,61.7,59,11257,7.63,7.68,4.72
1.5,Good,G,VS2,63.8,56,11508,7.2,7.15,4.58
1.03,Very Good,F,VS2,63.4,62,6218,6.34,6.31,4.01
0.5,Fair,F,I1,68.4,54,613,4.94,4.82,3.35
1.53,Very Good,G,VS2,58.9,59,13225,7.58,7.61,4.47
0.83,Very Good,D,VS1,58.2,59,4521,6.19,6.24,3.62
0.71,Ideal,D,VS1,60.4,60,3576,5.77,5.82,3.5
0.55,Ideal,G,SI2,62.1,56,1117,5.25,5.22,3.25
1,Ideal,G,SI1,62.4,56,4956,6.41,6.34,3.98
0.71,Premium,G,SI1,62,60,2388,5.68,5.64,3.51
0.41,Very Good,E,SI2,63.3,56,818,4.73,4.69,2.98
1,Fair,F,SI1,67.1,57,4328,6.06,6.1,4.08
1.21,Premium,H,SI2,60.9,61,5218,6.88,6.82,4.17
0.41,Ideal,F,IF,62.3,55,1439,4.78,4.82,2.99
0.52,Ideal,D,VS1,60.4,56,2146,5.24,5.26,3.17
1.25,Ideal,F,VVS1,62.2,56,12698,6.93,6.89,4.3
0.51,Ideal,F,VS1,61.9,56,1836,5.17,5.11,3.18
1.26,Very Good,H,SI1,60.6,60,6546,6.97,7,4.23
0.67,Good,D,SI1,63.8,57,2258,5.53,5.48,3.51
0.8,Very Good,J,VS1,63.4,56,2321,5.9,5.87,3.73
1.75,Ideal,F,SI2,62.9,57,11113,7.71,7.59,4.81
1.01,Premium,D,VVS2,60.2,58,10147,6.57,6.51,3.94
1.01,Good,E,VS1,63.8,55,7665,6.41,6.32,4.06
0.56,Ideal,G,SI1,61.2,54,1633,5.36,5.32,3.27
0.38,Ideal,E,VS2,61.9,57,751,4.61,4.66,2.87
1.34,Ideal,D,SI1,62.2,57,8930,7.07,6.95,4.36
0.52,Ideal,G,VS1,62.1,54,1743,5.17,5.14,3.2
1.27,Premium,J,VS2,62.2,58,4580,6.88,6.84,4.27
2.28,Very Good,H,SI2,63.3,54,12907,8.36,8.29,5.27
1.5,Ideal,D,VS2,62.8,53.5,15996,7.27,7.33,4.58
1.51,Premium,H,SI2,60.7,59,5767,7.42,7.37,4.49
1.01,Very Good,E,VS2,63.2,57,6787,6.38,6.35,4.02
0.52,Very Good,E,VVS2,61.2,58,2254,5.17,5.19,3.17
0.57,Ideal,H,SI1,61.8,57,1397,5.32,5.36,3.3
0.34,Ideal,G,VVS2,62.1,55,775,4.44,4.48,2.77
0.5,Premium,G,SI2,62.5,57,1000,5.04,5.01,3.14
0.54,Ideal,D,SI1,61.7,55,1650,5.23,5.27,3.24
1.53,Premium,J,VS1,62.8,59,8205,7.34,7.31,4.6
0.56,Ideal,D,VS2,61.4,55,1963,5.33,5.35,3.28
0.42,Premium,D,SI1,59.8,59,810,4.86,4.91,2.92
0.26,Very Good,E,VVS1,61.8,59,539,4.11,4.14,2.55
0.69,Premium,I,SI1,62,59,1636,5.66,5.63,3.5
0.31,Ideal,G,IF,61.4,55,891,4.35,4.38,2.68
1.22,Premium,G,VS1,61.6,60,7850,6.85,6.88,4.23
0.95,Premium,D,SI2,60.1,61,4341,6.37,6.35,3.82
2.02,Ideal,H,SI1,61.7,57,17882,8.14,8.08,5
0.26,Very Good,E,VVS1,62.9,61,547,4.01,4.06,2.54
0.3,Ideal,E,VVS1,61,56,813,4.34,4.38,2.66
1.19,Premium,I,VS2,59.3,59,4591,6.98,6.88,4.11
0.34,Ideal,D,SI1,62.7,56,803,4.48,4.45,2.8
0.57,Ideal,F,VS2,60.8,57,1869,5.34,5.37,3.25
1.51,Fair,H,VS2,64.9,53,7534,7.28,7.24,4.71
0.7,Very Good,H,SI2,63.1,55,1995,5.71,5.66,3.59
0.31,Premium,H,VS1,61.4,56,698,4.39,4.37,2.69
0.44,Premium,E,SI1,62.3,58,778,4.85,4.88,3.03
0.41,Good,E,VS1,63.5,54,935,4.71,4.74,3
0.46,Very Good,E,VS2,62.6,58,1245,4.91,4.96,3.09
1.15,Ideal,H,SI1,63,57,4911,6.71,6.66,4.21
1.26,Very Good,G,VVS2,60.9,56,10020,6.95,7.01,4.25
1.02,Premium,H,VS2,62.5,60,5217,6.38,6.43,4
0.4,Ideal,F,VS2,62.7,56,842,4.73,4.77,2.98
0.23,Very Good,E,VVS1,62.9,59,530,3.93,3.95,2.48
0.4,Ideal,F,VVS2,62.9,55,1039,4.75,4.72,2.98
1.23,Premium,G,VS1,59.6,60,8293,6.99,6.94,4.15
0.3,Very Good,G,IF,63,53,895,4.24,4.3,2.69
0.34,Ideal,D,SI1,60.6,56,626,4.51,4.54,2.74
1.31,Premium,F,SI1,62.6,58,7625,6.98,7.02,4.38
0.43,Ideal,I,VS1,61.8,55,1218,4.88,4.9,3.02
0.9,Ideal,F,VS2,62.3,56,6830,6.17,6.19,3.85
0.33,Very Good,E,SI1,60.3,60,579,4.47,4.49,2.7
0.5,Very Good,H,VVS2,62.9,56,1569,5.03,5.08,3.18
1.31,Premium,J,SI1,62.5,55,5480,7.05,6.97,4.38
0.34,Ideal,F,VVS2,61.8,55,1003,4.46,4.51,2.77
0.41,Very Good,I,VVS1,59.8,61,863,4.79,4.84,2.88
0.9,Premium,F,SI2,61.6,58,3457,6.23,6.15,3.81
1.15,Ideal,J,VS1,61.5,55,5152,6.81,6.76,4.17
0.43,Premium,E,VS2,61.6,59,981,4.81,4.84,2.97
0.9,Good,F,SI1,63.9,59,3992,6.09,6.06,3.88
0.72,Ideal,G,SI2,61.9,57,2068,5.73,5.77,3.56
0.37,Premium,G,SI1,62.1,60,708,4.61,4.54,2.84
0.62,Ideal,F,VVS2,61.4,56,3299,5.46,5.5,3.37
0.26,Ideal,G,IF,61.7,54,648,4.15,4.18,2.57
0.21,Very Good,E,VS2,63.2,54,386,3.82,3.78,2.4
1.74,Ideal,F,SI1,62.4,57,14775,7.68,7.64,4.78
1.52,Very Good,D,SI2,59.1,58,9781,7.45,7.48,4.41
0.54,Ideal,G,SI1,61.8,58,1350,5.21,5.27,3.24
0.55,Premium,E,VS2,60.1,59,1735,5.36,5.29,3.2
0.32,Ideal,G,VS2,61.7,57,561,4.38,4.4,2.71
1.25,Ideal,H,SI2,62.8,55,5880,6.87,6.82,4.3
0.51,Good,D,VS2,63.5,56,1668,5.07,5.1,3.23
1.01,Premium,G,VVS2,61.2,58,8163,6.49,6.45,3.96
0.24,Very Good,E,VVS2,62.2,56,608,3.96,3.98,2.47
0.31,Premium,E,VS2,61.7,58,872,4.34,4.31,2.67
0.32,Ideal,G,VS2,60.3,57,720,4.46,4.43,2.68
0.24,Very Good,F,VVS1,57.2,63,478,4.1,4.15,2.36
0.96,Very Good,E,VS2,58.7,58,5997,6.47,6.51,3.81
0.42,Very Good,G,VS2,60.1,61,847,4.79,4.86,2.9
1.01,Ideal,E,VS2,61.6,57,7198,6.43,6.46,3.97
0.71,Ideal,D,SI2,61.1,57,2612,5.77,5.79,3.53
0.71,Ideal,H,VS1,61.8,55,3229,5.72,5.77,3.55
1.08,Ideal,F,VS2,61.9,55,7629,6.58,6.61,4.09
0.43,Ideal,G,IF,61.7,57,1286,4.83,4.86,2.99
0.25,Premium,E,VVS2,62,59,740,4.08,4.05,2.52
1.21,Premium,F,VS2,60.1,55,8870,7.01,6.91,4.18
0.5,Fair,G,VS1,65.8,57,1350,5.03,4.91,3.27
1.01,Premium,E,VS2,62.1,58,6425,6.42,6.34,3.96
0.9,Very Good,G,VS2,59,58,3910,6.25,6.29,3.7
1.01,Premium,F,VVS2,61.8,55,8688,6.45,6.36,3.96
0.32,Ideal,F,VS1,61.9,56,900,4.4,4.35,2.71
0.5,Very Good,D,SI1,62.8,61,1395,5.04,5.08,3.18
0.42,Ideal,F,VVS2,60.6,57,1142,4.82,4.85,2.93
0.43,Premium,G,IF,61.4,59,1433,4.79,4.85,2.96
0.32,Premium,G,VS2,62.6,60,720,4.36,4.33,2.72
0.34,Ideal,D,SI1,62,55,750,4.53,4.5,2.8
0.26,Good,F,VS1,58,58,453,4.2,4.25,2.45
0.77,Good,F,SI1,64.2,52,2789,5.81,5.77,3.72
0.31,Premium,H,VVS1,61.8,58,907,4.34,4.3,2.67
0.32,Good,F,VVS2,62.5,61,619,4.32,4.38,2.72
0.75,Premium,D,SI1,58.9,60,3105,5.99,5.97,3.52
0.37,Ideal,E,VS2,62.5,56,811,4.58,4.61,2.87
0.53,Ideal,F,VVS2,62.3,56,2045,5.24,5.2,3.25
0.55,Premium,G,SI1,62.1,56,1321,5.28,5.22,3.26
0.51,Ideal,F,VVS2,61.8,56,2098,5.13,5.16,3.18
0.54,Ideal,D,VVS2,61.4,52,2897,5.3,5.34,3.26
0.72,Ideal,E,VS1,61.1,57,3947,5.78,5.81,3.54
0.73,Ideal,D,VS2,62,56,3440,5.74,5.78,3.57
0.5,Ideal,F,VVS2,61.3,59,2210,5.05,5.1,3.11
1.56,Ideal,F,SI2,61.2,55,10571,7.47,7.57,4.6
0.8,Ideal,E,SI2,60.8,56,2939,6.02,6.01,3.66
0.24,Very Good,D,VS1,61.4,58,419,3.99,4.02,2.46
0.85,Very Good,E,VS2,60.2,60,3871,6.09,6.14,3.68
0.3,Premium,G,SI1,60.1,62,574,4.37,4.35,2.62
1.2,Fair,F,I1,65.7,56,2622,6.65,6.58,4.35
0.31,Very Good,E,SI1,63.4,55,698,4.35,4.32,2.75
2.22,Premium,I,SI1,59.9,59,18432,8.46,8.41,5.05
0.3,Ideal,G,VVS1,61.3,56,1013,4.34,4.3,2.65
1.62,Premium,F,VS1,61.3,57,16112,7.6,7.55,4.64
1.02,Very Good,F,VS1,62.8,58,7539,6.4,6.44,4.03
1.21,Premium,J,VS1,59.5,60,5556,6.99,6.9,4.13
0.5,Ideal,E,SI2,61.4,57,1240,5.14,5.09,3.14
0.72,Ideal,F,SI1,61.8,57,2440,5.68,5.74,3.53
0.3,Premium,F,VVS1,61.8,59,868,4.26,4.29,2.64
0.55,Very Good,J,SI1,60.9,56,1100,5.29,5.35,3.24
0.31,Ideal,D,VS2,62.9,55,942,4.34,4.31,2.72
0.53,Very Good,G,SI1,61.2,55,1237,5.21,5.34,3.23
0.56,Ideal,I,VVS1,60.8,57,1605,5.31,5.34,3.24
0.78,Ideal,H,SI2,62.6,56,1909,5.88,5.81,3.66
0.51,Very Good,F,VS1,63.3,59,1722,5.09,5.12,3.23
0.7,Premium,F,SI1,62.3,58,2196,5.67,5.72,3.55
0.93,Ideal,E,SI2,62.1,55,3990,6.27,6.29,3.9
1.27,Ideal,J,VS1,62,57,5008,6.96,6.92,4.3
0.9,Ideal,H,VS1,62.2,56,5222,6.16,6.18,3.84
1.22,Premium,F,VVS2,63,56,10494,6.88,6.76,4.3
0.5,Fair,E,VS1,55.3,65,1890,5.35,5.31,2.95
1.71,Very Good,G,VS2,62.5,58,15829,7.56,7.66,4.76
1.73,Ideal,J,VS2,63,57,10076,7.64,7.6,4.8
0.6,Ideal,E,VS2,62.3,53.8,2137,5.41,5.45,3.38
0.71,Ideal,H,SI2,62.7,57,2178,5.66,5.69,3.56
0.9,Very Good,F,SI1,63,60,4232,6.09,6.13,3.85
0.9,Good,E,SI2,62,63,3218,6.09,6.14,3.79
0.58,Ideal,F,VVS1,61.7,56,2772,5.33,5.37,3.3
1.01,Ideal,G,VS2,61.7,57,5439,6.44,6.49,3.99
0.32,Ideal,G,IF,61.9,53,918,4.42,4.47,2.75
1.15,Ideal,H,SI2,62.2,57,4186,6.68,6.63,4.14
0.71,Ideal,D,VS2,61.5,55,3299,5.75,5.79,3.55
1.51,Very Good,H,SI1,62.1,59,9694,7.28,7.33,4.54
0.35,Premium,D,SI1,60.9,58,827,4.55,4.52,2.76
1.01,Very Good,F,VS2,59.2,60,6204,6.46,6.51,3.84
0.59,Ideal,D,SI1,61.8,56,1816,5.37,5.4,3.33
0.27,Ideal,I,VS1,61.9,54,432,4.14,4.19,2.58
0.44,Ideal,J,VS2,62.3,54,828,4.89,4.86,3.04
0.76,Ideal,I,SI1,61.6,54,2399,5.86,5.92,3.63
2.25,Premium,D,SI2,60.4,59,18007,8.54,8.48,5.13
0.83,Premium,H,SI1,58.6,61,2613,6.2,6.16,3.62
1,Ideal,H,SI1,61.4,57,4564,6.37,6.34,3.9
1.12,Premium,H,SI2,62.4,58,4065,6.58,6.63,4.12
0.5,Very Good,H,SI1,63.1,55,984,5.09,5.02,3.19
1.58,Premium,G,VS2,62.6,59,13132,7.47,7.44,4.67
0.4,Good,F,VVS1,61.9,61,1349,4.71,4.73,2.92
0.71,Premium,F,VS1,61.8,59,2765,5.69,5.73,3.53
0.3,Premium,H,VVS2,61,61,776,4.32,4.3,2.63
1.2,Ideal,J,SI1,61.9,57,5071,6.8,6.87,4.23
1.5,Good,J,VVS2,63.3,57,8276,7.25,7.28,4.6
1.2,Good,H,SI1,63.6,57,5975,6.79,6.74,4.3
1.2,Premium,F,SI2,62.9,57,5712,6.8,6.72,4.25
0.74,Premium,D,VS2,59.3,60,3353,5.89,5.91,3.5
1.01,Very Good,D,SI2,61.8,57,4260,6.42,6.47,3.98
0.28,Very Good,D,VS1,62.2,61,452,4.13,4.16,2.58
0.56,Ideal,D,VS1,60.4,56,2026,5.36,5.33,3.23
0.31,Premium,G,VVS1,60.5,60,1046,4.4,4.33,2.64
0.62,Ideal,E,SI1,61.5,57,1749,5.44,5.49,3.36
1.05,Ideal,J,SI1,62.3,56,4253,6.47,6.5,4.04
0.61,Very Good,H,VVS2,60.5,57,1970,5.52,5.54,3.35
0.41,Ideal,G,VVS1,62.1,54,1084,4.79,4.84,2.99
0.46,Ideal,J,VS1,62.6,53.9,851,4.92,4.95,3.09
0.52,Premium,D,VVS2,59.8,60,2467,5.28,5.22,3.14
0.59,Very Good,J,VS2,60.8,56.6,1257,5.42,5.47,3.31
0.91,Very Good,G,SI2,64,61,3387,6.05,6.08,3.88
0.32,Ideal,G,VS2,62.1,56,672,4.4,4.36,2.72
1.02,Premium,G,VVS1,58,61,8768,6.67,6.58,3.84
0.51,Good,E,SI1,57.4,62,1361,5.29,5.24,3.02
1.29,Very Good,G,SI2,63.2,54,4045,6.96,6.94,4.39
0.9,Fair,G,SI1,65.6,56,3145,6.1,6.03,3.98
0.54,Very Good,H,SI1,61,57,1248,5.22,5.27,3.2
0.7,Good,F,SI2,61.6,61,2109,5.66,5.68,3.49
0.42,Premium,F,SI1,61.8,58,773,4.81,4.84,2.98
0.27,Very Good,E,VS2,59.5,56,470,4.2,4.31,2.53
1.01,Premium,F,SI2,62.6,60,4416,6.35,6.37,3.98
1.02,Fair,F,SI1,65.1,56,4462,6.29,6.25,4.08
1.09,Ideal,F,SI2,61.2,57,4891,6.6,6.64,4.05
0.42,Ideal,G,VVS2,61.7,56,1571,4.84,4.88,3
0.54,Premium,E,VS2,59,60,1687,5.38,5.32,3.15
1.5,Premium,D,SI1,60.5,59,11489,7.44,7.39,4.49
0.4,Ideal,I,VS2,62.5,57,727,4.67,4.71,2.93
0.41,Ideal,F,SI1,61.2,58,764,4.76,4.81,2.93
0.35,Premium,D,SI1,60.1,61,827,4.59,4.56,2.75
0.55,Ideal,F,VS1,61.5,56,1896,5.26,5.3,3.25
1.2,Very Good,I,SI1,62.6,57,5476,6.74,6.77,4.23
1.4,Premium,I,VS1,61.6,59,7722,7.22,7.17,4.43
0.31,Very Good,E,VS2,62.9,56,680,4.29,4.33,2.71
0.31,Ideal,G,VVS2,62.7,57,707,4.31,4.33,2.71
0.41,Ideal,G,VS1,61.7,57,961,4.81,4.78,2.96
1.58,Premium,G,VS1,62.4,60,14451,7.46,7.38,4.63
0.34,Ideal,D,VS2,62.1,55,923,4.49,4.46,2.78
0.5,Good,D,SI1,63.6,58,1436,5.05,5.08,3.22
0.27,Ideal,E,VVS2,62.1,57,622,4.13,4.15,2.57
0.71,Ideal,D,VS2,60.9,56,4029,5.76,5.79,3.52
0.7,Fair,E,VS1,64.5,57,2964,5.59,5.55,3.59
1.09,Ideal,F,SI1,62,56,5816,6.56,6.61,4.08
0.4,Ideal,F,VS2,62.9,57,1080,4.72,4.69,2.96
1,Good,G,VVS2,61.6,60,7572,6.34,6.38,3.92
0.7,Ideal,E,VS1,62.1,56,3472,5.7,5.66,3.53
0.32,Ideal,F,VS1,61,56,716,4.45,4.48,2.72
0.71,Ideal,E,SI2,61.7,57,2370,5.72,5.76,3.54
2,Premium,F,SI2,60.6,62,11198,8.19,7.84,4.86
0.9,Good,G,VS2,61.5,61,4296,6.18,6.21,3.81
0.38,Premium,H,VVS1,61.2,60,967,4.68,4.7,2.87
1.01,Very Good,E,VS1,63.1,56,9955,6.44,6.39,4.05
0.9,Very Good,G,VVS1,62.3,58,4601,6.14,6.21,3.85
1,Ideal,F,VS2,61.7,58,6424,6.37,6.43,3.95
0.74,Ideal,E,SI2,61.7,57,2501,5.78,5.82,3.58
1.03,Ideal,H,SI2,61.6,54,4611,6.51,6.55,4.02
0.83,Ideal,G,SI1,61.8,55,3171,6.05,6.09,3.75
0.3,Premium,H,VVS1,61.3,61,878,4.29,4.26,2.62
0.32,Ideal,F,VVS1,62.3,56,990,4.38,4.35,2.72
0.34,Good,H,VS2,63.2,55,537,4.46,4.5,2.83
1.22,Premium,J,SI2,62.6,59,3156,6.79,4.24,3.76
1.24,Ideal,G,VS2,62,57,9188,6.87,6.84,4.25
0.3,Good,H,SI1,63.8,55,432,4.2,4.26,2.7
0.52,Ideal,D,SI2,61.2,57,1292,5.2,5.22,3.19
1.51,Ideal,J,SI1,62.6,54,8888,7.26,7.35,4.57
0.32,Ideal,G,IF,61.2,57,1020,4.43,4.4,2.7
1.5,Fair,H,I1,68.9,56,5292,7,6.9,4.79
0.35,Ideal,F,VS1,62.4,57,1011,4.52,4.49,2.81
1.27,Premium,H,VS2,58.9,61,5832,7.09,7.03,4.16
0.39,Very Good,G,VVS1,60.3,57,873,4.74,4.78,2.87
0.53,Ideal,E,VS2,61.4,56,1721,5.18,5.25,3.2
0.41,Premium,G,VS2,62.4,58,827,4.72,4.76,2.96
1.03,Very Good,D,SI2,62.8,56,4679,6.43,6.46,4.05
1.33,Premium,F,SI2,59.9,58,6790,7.17,7.13,4.28
0.59,Ideal,I,VVS1,61,55,1742,5.43,5.48,3.33
1.56,Ideal,J,VS2,62.4,57,7809,7.39,7.46,4.63
0.57,Ideal,E,VS1,62,55,2177,5.31,5.34,3.3
0.33,Premium,F,SI1,60.9,59,705,4.45,4.42,2.7
0.7,Good,F,SI1,61.1,61,2445,5.68,5.71,3.48
0.57,Ideal,F,VS1,61.9,56,2052,5.39,5.3,3.31
1.01,Premium,F,VS1,62.5,58,7465,6.37,6.42,4
0.73,Very Good,H,SI1,62.6,58,2377,5.75,5.76,3.6
0.7,Ideal,D,SI2,60.3,56,2401,5.73,5.77,3.47
0.43,Ideal,G,VVS1,61.8,55,1183,4.87,4.9,3.02
0.5,Ideal,F,VVS1,61,57,2165,5.13,5.16,3.14
0.96,Premium,H,SI1,62.7,58,3768,6.27,6.24,3.92
0.52,Ideal,D,SI1,61.1,57,1547,5.19,5.25,3.19
0.85,Ideal,E,SI1,60.7,57,4181,6.11,6.14,3.72
0.31,Very Good,F,VVS2,62,55,754,4.34,4.38,2.7
1.02,Ideal,I,I1,61.7,56,2925,6.49,6.44,3.99
0.42,Ideal,E,SI1,61.5,55,773,4.82,4.9,2.99
0.27,Very Good,E,VS1,60.2,58,470,4.19,4.22,2.53
0.52,Very Good,F,VS2,60,61.5,1680,5.19,5.23,3.13
1.23,Ideal,D,SI1,60.9,54,6557,7.01,6.96,4.25
0.57,Premium,E,SI2,62.5,54,1058,5.35,5.3,3.33
0.33,Ideal,E,VS1,62.7,57,1002,4.45,4.38,2.77
0.75,Premium,E,SI1,59.9,54,2760,6,5.96,3.58
0.32,Premium,D,SI1,60.8,58,756,4.44,4.41,2.69
0.3,Very Good,G,SI1,61,58,432,4.3,4.32,2.63
0.45,Premium,I,VS1,62.3,58,1035,4.86,4.84,3.02
0.77,Premium,E,SI1,60.4,58,2975,6,5.88,3.59
0.92,Fair,E,SI1,66.8,55,4482,6.04,5.99,4.02
1.52,Ideal,J,SI1,61.9,56,8131,7.37,7.41,4.57
1,Good,F,SI1,58.1,64,4608,6.56,6.6,3.82
1.2,Ideal,H,VS1,61.6,57,8275,6.82,6.85,4.21
0.41,Very Good,D,VVS1,62.7,56,1349,4.74,4.77,2.98
1.11,Ideal,I,VS1,61.2,57,6758,6.67,6.7,4.09
0.38,Premium,G,VS2,59.9,58,983,4.77,4.72,2.84
1.16,Ideal,D,VVS2,61.9,55,12314,6.72,6.76,4.17
0.7,Ideal,H,VVS1,61.2,57,2947,5.69,5.72,3.49
1.71,Ideal,J,VS1,62.4,56,10778,7.63,7.59,4.75
1.58,Ideal,E,VS1,62.6,56,17894,7.41,7.44,4.65
1.53,Very Good,F,VVS2,62.8,59,17057,7.28,7.34,4.59
2.18,Ideal,I,SI2,61.4,60,14870,8.37,8.31,5.12
0.7,Very Good,G,SI1,61.7,57,2010,5.65,5.8,3.53
0.5,Ideal,G,SI2,61.4,57,1107,5.1,5.13,3.14
1.35,Premium,I,SI1,62.1,58,6340,7.07,7,4.37
0.32,Premium,F,VVS1,61.3,58,990,4.4,4.37,2.69
0.34,Fair,J,SI1,64.5,57,497,4.38,4.36,2.82
0.25,Premium,E,VS1,60.7,59,435,4.11,4.13,2.5
0.51,Premium,I,VVS2,59.4,60,1211,5.26,5.21,3.11
1.74,Ideal,H,SI1,61.9,55,12720,7.74,7.71,4.78
1.9,Premium,F,SI2,62.9,61,12812,7.78,7.73,4.88
0.32,Ideal,D,VS2,61.9,55,972,4.43,4.39,2.73
0.34,Ideal,E,IF,62,56,1163,4.49,4.51,2.79
0.54,Fair,F,SI1,64.8,59,1944,5.11,5.05,3.29
0.57,Premium,F,VS2,60.3,58,1754,5.4,5.44,3.27
0.28,Ideal,I,VVS2,62.2,55,497,4.21,4.24,2.63
0.39,Ideal,G,VVS1,62,56,978,4.66,4.7,2.9
1.03,Very Good,H,SI2,62.3,57,4268,6.43,6.48,4.02
0.42,Ideal,G,VVS1,61.2,57,1179,4.78,4.82,2.94
0.83,Good,J,SI1,63.8,58,2195,5.95,5.97,3.8
0.4,Premium,F,VVS2,60.8,59,1088,4.71,4.73,2.87
0.57,Premium,E,SI1,62.5,57,1429,5.28,5.22,3.28
1.21,Premium,G,SI2,60.9,59,4472,6.87,6.82,4.17
1.01,Good,G,VS1,63.8,56,6283,6.27,6.34,4.02
0.33,Ideal,H,VVS2,61.9,55,854,4.47,4.45,2.76
0.31,Ideal,G,VS1,61.3,56,802,4.38,4.36,2.68
0.3,Premium,G,VS1,62.8,59,776,4.27,4.23,2.67
1.01,Ideal,G,VS1,61.3,56,5294,6.49,6.44,3.96
1.51,Premium,G,VS1,59.5,59,14156,7.45,7.41,4.42
1.02,Good,H,SI2,57.9,61,3770,6.75,6.68,3.89
0.52,Ideal,H,SI1,62.3,54,1074,5.15,5.18,3.22
1.13,Very Good,I,SI2,59.9,57,4195,6.76,6.8,4.06
0.3,Very Good,E,VS2,61.9,61,658,4.28,4.32,2.66
0.31,Premium,E,SI1,62.6,60,544,4.31,4.35,2.71
1.01,Premium,F,SI2,62.6,54,4468,6.38,6.34,3.98
0.7,Very Good,G,SI1,63.6,58,2209,5.61,5.65,3.58
0.52,Ideal,G,VS1,61.9,55,1722,5.16,5.18,3.2
0.77,Very Good,H,VVS2,61.1,56,3208,5.89,5.92,3.61
0.4,Premium,D,VS2,61.7,59,982,4.72,4.75,2.92
2.01,Very Good,I,SI1,64.1,57,15145,7.89,7.94,5.07
0.73,Ideal,H,SI1,62.6,57,2320,5.66,5.74,3.57
0.4,Ideal,E,VS2,61.9,54,1020,4.74,4.73,2.93
0.3,Ideal,H,VS2,61.7,57,454,4.28,4.32,2.65
1.06,Ideal,I,SI2,61.9,59,4103,6.47,6.52,4.02
0.7,Very Good,E,VS1,63.4,60,3068,5.63,5.66,3.58
0.75,Ideal,F,SI1,61.5,55,3336,5.88,5.9,3.62
0.55,Ideal,F,VS2,61.4,56,1715,5.28,5.31,3.25
1.08,Ideal,G,VS2,62.5,57,6561,6.56,6.6,4.11
0.31,Premium,J,VS1,60.7,60,523,4.39,4.34,2.65
1.03,Premium,G,VVS2,60.4,59,7729,6.58,6.56,3.97
0.6,Ideal,H,SI1,61.4,55,1766,5.46,5.49,3.36
1.08,Ideal,F,VS2,61,57,7781,6.61,6.68,4.06
0.92,Very Good,F,SI1,62.9,56,4037,6.2,6.24,3.91
0.38,Ideal,F,IF,62.2,54,1218,4.65,4.68,2.9
0.34,Ideal,E,VS1,61,57,805,4.49,4.52,2.75
0.7,Very Good,G,VS1,63.2,58,2473,5.61,5.65,3.56
1.59,Premium,E,VS1,61.2,58,17552,7.58,7.49,4.61
0.9,Ideal,D,SI2,60.8,56,4167,6.26,6.24,3.8
0.5,Premium,F,VS1,61.3,59,1710,5.09,5.15,3.14
1.02,Very Good,F,VS2,59.4,58,6479,6.52,6.62,3.9
2,Premium,I,VS2,59.5,62,15651,8.21,8.13,4.86
1.01,Very Good,G,SI1,62,63,3137,6.34,6.25,3.9
2.01,Ideal,I,SI1,62.3,57,15680,8.04,8.08,5.02
0.7,Good,E,VS1,65.5,57,2657,5.46,5.54,3.6
1.58,Ideal,G,VS1,61.3,57,14624,7.48,7.54,4.6
0.96,Very Good,H,SI1,63.1,58,4064,6.2,6.25,3.93
0.5,Premium,E,VS2,62.3,60,1624,5.05,5.09,3.16
0.55,Ideal,G,VVS2,61.2,55.8,2064,5.27,5.33,3.24
0.52,Ideal,G,VVS2,61.3,56,1897,5.18,5.2,3.18
1.12,Premium,F,VVS2,62.4,59,10028,6.58,6.66,4.13
0.35,Ideal,F,VS2,62.1,54,747,4.55,4.58,2.83
0.36,Ideal,D,VS2,60.6,57,1094,4.61,4.57,2.78
