date_time,pressure_mbar,temperature_celsius,dew_point_celsius,relative_humidity_percent,vapor_pressure_actual_mbar,specific_humidity_g_per_kg,air_density_g_per_m_cubed,wind_velocity_m_per_s,wind_direction_degrees,rainfall_mm,season
2020-07-11 23:00:00,999.06,14.28,6.75,60.45,9.85,6.16,1206.33,1.87,343.5,0.0,summer
2020-07-12 00:00:00,999.31,13.38,7.1,65.69,10.1,6.31,1210.31,1.05,333.2,0.0,summer
2020-07-12 01:00:00,999.26,10.95,7.28,78.02,10.22,6.39,1220.55,1.15,214.7,0.0,summer
2020-07-12 02:00:00,999.54,10.25,7.18,81.2,10.15,6.34,1223.93,0.29,246.5,0.0,summer
2020-07-12 03:00:00,999.37,9.48,7.06,84.8,10.07,6.29,1227.1,0.79,187.4,0.0,summer
2020-07-12 04:00:00,999.73,8.59,7.05,90.0,10.06,6.28,1231.42,0.45,39.18,0.0,summer
2020-07-12 05:00:00,1000.0,8.2,6.9,91.5,9.96,6.22,1233.51,0.77,213.2,0.0,summer
2020-07-12 06:00:00,1000.44,8.97,7.13,88.2,10.12,6.31,1230.62,0.66,172.3,0.0,summer
2020-07-12 07:00:00,1000.99,10.6,7.43,80.7,10.33,6.44,1224.12,0.81,194.3,0.0,summer
2020-07-12 08:00:00,1001.21,14.72,8.01,64.05,10.74,6.7,1206.68,0.97,138.7,0.0,summer
2020-07-12 09:00:00,1001.1,15.4,8.62,63.93,11.2,6.99,1203.49,2.2,37.38,0.0,summer
2020-07-12 10:00:00,1000.83,17.59,7.53,51.61,10.4,6.49,1194.47,1.83,146.4,0.0,summer
2020-07-12 11:00:00,1000.66,18.0,7.9,51.58,10.66,6.65,1192.46,3.23,71.08,0.0,summer
2020-07-12 12:00:00,1000.52,18.82,6.8,45.46,9.89,6.17,1189.3,1.9,27.74,0.0,summer
2020-07-12 13:00:00,1000.37,19.04,6.77,44.73,9.87,6.16,1188.24,2.57,23.58,0.0,summer
2020-07-12 14:00:00,1000.15,20.29,6.35,40.22,9.59,5.99,1183.04,2.83,29.88,0.0,summer
2020-07-12 15:00:00,999.79,20.99,4.95,34.93,8.7,5.43,1180.2,3.03,16.25,0.0,summer
2020-07-12 16:00:00,999.68,20.34,6.14,39.52,9.45,5.9,1182.34,2.9,28.81,0.0,summer
2020-07-12 17:00:00,999.46,21.2,5.54,35.94,9.06,5.66,1178.79,1.12,338.9,0.0,summer
2020-07-12 18:00:00,999.36,20.56,5.6,37.53,9.1,5.68,1181.23,2.95,30.33,0.0,summer
2020-07-12 19:00:00,999.41,20.29,4.93,36.44,8.69,5.43,1182.56,2.91,34.0,0.0,summer
2020-07-12 20:00:00,999.53,18.65,5.85,43.02,9.26,5.78,1189.09,1.8,354.7,0.0,summer
2020-07-12 21:00:00,999.75,17.79,5.84,45.36,9.25,5.78,1192.87,1.86,11.11,0.0,summer
2020-07-12 22:00:00,999.89,15.41,6.65,55.84,9.79,6.11,1202.64,0.62,252.5,0.0,summer
2020-07-12 23:00:00,999.92,13.71,7.3,65.15,10.23,6.39,1209.59,0.44,208.6,0.0,summer
2020-07-13 00:00:00,999.79,12.93,6.73,65.93,9.84,6.15,1212.91,0.34,202.8,0.0,summer
2020-07-13 01:00:00,999.75,11.83,7.22,73.33,10.18,6.36,1217.39,0.36,36.9,0.0,summer
2020-07-13 02:00:00,999.85,10.86,7.26,78.37,10.2,6.37,1221.66,0.28,67.48,0.0,summer
2020-07-13 03:00:00,999.64,9.81,6.75,81.2,9.86,6.16,1226.1,0.95,224.5,0.0,summer
2020-07-13 04:00:00,999.35,8.97,6.74,85.9,9.85,6.16,1229.39,0.47,214.9,0.0,summer
2020-07-13 05:00:00,999.24,8.75,6.73,87.1,9.84,6.15,1230.22,0.66,219.1,0.0,summer
2020-07-13 06:00:00,999.24,11.1,7.15,76.58,10.13,6.33,1219.92,0.55,189.2,0.0,summer
2020-07-13 07:00:00,999.11,12.58,7.39,70.58,10.3,6.44,1213.36,1.06,169.5,0.0,summer
2020-07-13 08:00:00,998.96,15.24,7.4,59.42,10.31,6.44,1201.99,1.2,145.7,0.0,summer
2020-07-13 09:00:00,998.55,18.31,6.78,46.87,9.88,6.18,1189.03,1.56,144.0,0.0,summer
2020-07-13 10:00:00,998.13,20.23,5.19,37.24,8.85,5.53,1181.22,2.09,108.9,0.0,summer
2020-07-13 11:00:00,997.63,21.19,5.19,35.1,8.85,5.53,1176.76,1.95,184.6,0.0,summer
2020-07-13 12:00:00,996.82,21.15,5.52,36.0,9.05,5.67,1175.87,3.22,40.71,0.0,summer
2020-07-13 13:00:00,996.05,22.25,5.59,33.84,9.1,5.7,1170.57,2.07,19.95,0.0,summer
2020-07-13 14:00:00,995.3,23.15,5.71,32.3,9.17,5.75,1166.1,1.37,286.8,0.0,summer
2020-07-13 15:00:00,994.69,23.94,6.23,31.93,9.51,5.97,1162.13,1.33,322.4,0.0,summer
2020-07-13 16:00:00,994.12,23.99,5.84,30.98,9.25,5.81,1161.38,1.53,98.1,0.0,summer
2020-07-13 17:00:00,993.59,23.94,5.78,30.95,9.22,5.79,1160.97,1.22,12.55,0.0,summer
2020-07-13 18:00:00,993.08,24.49,5.44,29.25,9.0,5.66,1158.32,1.5,80.4,0.0,summer
2020-07-13 19:00:00,992.69,23.75,5.37,30.43,8.96,5.63,1160.78,1.81,45.19,0.0,summer
2020-07-13 20:00:00,992.55,22.44,5.63,33.54,9.12,5.74,1165.68,0.78,30.68,0.0,summer
2020-07-13 21:00:00,992.84,20.07,6.86,42.22,9.93,6.25,1175.09,0.6,46.46,0.0,summer
2020-07-13 22:00:00,992.73,18.01,7.3,49.47,10.23,6.44,1183.13,0.25,61.31,0.0,summer
2020-07-13 23:00:00,992.43,16.62,6.67,51.75,9.8,6.17,1188.64,1.42,231.6,0.0,summer
2020-07-14 00:00:00,992.12,15.27,6.98,57.63,10.01,6.3,1193.73,0.97,220.6,0.0,summer
2020-07-14 01:00:00,991.94,13.46,7.48,67.03,10.36,6.52,1200.89,0.47,181.4,0.0,summer
2020-07-14 02:00:00,991.66,12.34,7.85,74.02,10.63,6.7,1205.14,0.57,150.0,0.0,summer
2020-07-14 03:00:00,991.35,11.43,8.01,79.43,10.74,6.77,1208.56,0.66,136.0,0.0,summer
2020-07-14 04:00:00,991.14,10.67,7.87,82.8,10.65,6.71,1211.59,1.61,199.4,0.0,summer
2020-07-14 05:00:00,990.86,10.81,7.76,81.4,10.56,6.66,1210.68,1.32,194.3,0.0,summer
2020-07-14 06:00:00,990.84,11.96,8.13,77.33,10.83,6.83,1205.65,1.36,195.0,0.0,summer
2020-07-14 07:00:00,990.62,14.45,8.67,68.2,11.24,7.09,1194.76,1.55,153.5,0.0,summer
2020-07-14 08:00:00,990.16,18.61,9.16,54.1,11.62,7.33,1177.0,1.5,170.8,0.0,summer
2020-07-14 09:00:00,989.76,22.0,9.2,44.0,11.65,7.36,1163.0,1.38,128.8,0.0,summer
2020-07-14 10:00:00,989.2,23.61,6.36,32.87,9.6,6.06,1156.94,3.28,221.0,0.0,summer
2020-07-14 11:00:00,988.5,25.04,5.38,28.19,8.97,5.66,1150.86,3.46,179.5,0.0,summer
2020-07-14 12:00:00,987.88,25.31,5.53,28.03,9.06,5.72,1149.05,2.42,170.2,0.0,summer
2020-07-14 13:00:00,987.49,24.42,5.48,29.45,9.03,5.7,1152.04,2.39,213.4,0.0,summer
2020-07-14 14:00:00,987.03,24.4,5.3,29.11,8.91,5.63,1151.63,2.14,217.3,0.0,summer
2020-07-14 15:00:00,986.52,25.51,5.6,27.84,9.1,5.76,1146.67,2.47,167.8,0.0,summer
2020-07-14 16:00:00,986.05,25.6,5.54,27.56,9.06,5.74,1145.8,1.61,135.4,0.0,summer
2020-07-14 17:00:00,985.61,25.14,5.59,28.44,9.1,5.76,1147.04,2.96,163.4,0.0,summer
2020-07-14 18:00:00,985.34,24.66,5.66,29.39,9.14,5.79,1148.55,1.94,195.7,0.0,summer
2020-07-14 19:00:00,985.07,24.05,5.64,30.44,9.12,5.78,1150.6,1.95,222.3,0.0,summer
2020-07-14 20:00:00,984.92,22.93,6.7,35.06,9.82,6.23,1154.46,0.58,215.9,0.0,summer
2020-07-14 21:00:00,985.03,22.22,6.94,37.21,9.99,6.33,1157.3,1.3,233.1,0.0,summer
2020-07-14 22:00:00,985.11,20.89,8.04,43.52,10.77,6.83,1162.28,1.01,197.2,0.0,summer
2020-07-14 23:00:00,985.84,19.05,9.52,53.93,11.91,7.55,1169.95,4.27,24.56,0.0,summer
2020-07-15 00:00:00,986.44,17.68,9.31,57.94,11.74,7.44,1176.26,2.84,22.63,0.0,summer
2020-07-15 01:00:00,986.4,17.07,9.79,62.2,12.12,7.68,1178.51,1.66,13.68,0.0,summer
2020-07-15 02:00:00,986.43,16.34,10.13,66.62,12.4,7.85,1181.39,1.19,218.1,0.0,summer
2020-07-15 03:00:00,985.92,16.01,10.71,70.75,12.89,8.17,1181.9,1.86,14.22,0.0,summer
2020-07-15 04:00:00,986.02,15.48,11.0,74.6,13.14,8.33,1184.08,0.66,293.3,0.0,summer
2020-07-15 05:00:00,985.92,15.33,11.31,76.89,13.41,8.51,1184.45,0.56,348.2,0.0,summer
2020-07-15 06:00:00,985.9,14.61,12.35,86.3,14.37,9.12,1186.95,0.91,41.12,0.0,summer
2020-07-15 07:00:00,985.9,14.42,13.25,92.7,15.25,9.68,1187.33,1.03,46.87,0.0,summer
2020-07-15 08:00:00,985.81,15.47,12.84,84.3,14.84,9.42,1183.09,0.89,223.3,0.0,summer
2020-07-15 09:00:00,985.72,16.12,13.44,84.1,15.43,9.8,1180.05,1.55,174.3,0.0,summer
2020-07-15 10:00:00,985.98,15.95,13.76,86.8,15.76,10.0,1180.91,2.34,157.3,0.0,summer
2020-07-15 11:00:00,986.02,16.09,14.52,90.4,16.56,10.51,1180.02,1.8,148.4,0.0,summer
2020-07-15 12:00:00,986.24,16.7,14.84,88.8,16.91,10.73,1177.64,1.87,264.6,0.1,summer
2020-07-15 13:00:00,986.28,17.52,14.81,84.1,16.87,10.71,1174.39,1.34,342.9,0.0,summer
2020-07-15 14:00:00,986.33,17.25,15.03,86.8,17.11,10.86,1175.43,0.92,346.4,0.0,summer
2020-07-15 15:00:00,986.41,18.24,14.3,77.76,16.32,10.35,1171.89,1.76,256.1,0.0,summer
2020-07-15 16:00:00,986.32,18.11,14.23,78.06,16.25,10.31,1172.34,2.26,200.8,0.0,summer
2020-07-15 17:00:00,986.62,15.24,14.89,97.8,16.96,10.76,1184.04,2.72,25.9,0.7,summer
2020-07-15 18:00:00,986.93,15.33,14.34,93.8,16.36,10.38,1184.32,3.15,258.1,0.2,summer
2020-07-15 19:00:00,987.47,15.2,13.57,90.0,15.57,9.87,1185.87,2.18,249.1,0.0,summer
2020-07-15 20:00:00,987.99,14.81,13.24,90.3,15.23,9.65,1188.26,1.13,254.2,0.0,summer
2020-07-15 21:00:00,988.45,14.9,12.76,87.0,14.76,9.34,1188.66,2.67,258.8,0.0,summer
2020-07-15 22:00:00,988.69,14.2,12.55,89.8,14.56,9.21,1191.93,1.18,266.1,0.0,summer
2020-07-15 23:00:00,988.87,14.1,12.67,91.1,14.68,9.29,1192.52,2.08,245.8,0.0,summer
2020-07-16 00:00:00,989.19,13.16,11.91,92.1,13.96,8.82,1197.15,1.99,252.5,0.0,summer
2020-07-16 01:00:00,989.16,12.67,11.13,90.3,13.25,8.38,1199.49,2.19,241.1,0.0,summer
2020-07-16 02:00:00,989.1,12.25,11.51,95.2,13.59,8.59,1201.03,0.86,199.1,0.0,summer
2020-07-16 03:00:00,989.03,12.08,11.51,96.3,13.6,8.6,1201.66,0.63,175.3,0.0,summer
2020-07-16 04:00:00,989.23,12.01,11.52,96.8,13.6,8.6,1202.19,0.79,214.0,0.0,summer
2020-07-16 05:00:00,989.33,12.16,11.85,98.0,13.91,8.79,1201.54,0.82,223.5,0.0,summer
2020-07-16 06:00:00,989.57,12.95,12.14,94.8,14.17,8.96,1198.39,0.74,129.6,0.0,summer
2020-07-16 07:00:00,989.81,13.67,12.21,90.9,14.24,9.0,1195.65,0.55,97.7,0.0,summer
2020-07-16 08:00:00,989.98,15.07,12.21,83.0,14.24,9.0,1190.04,0.74,132.0,0.0,summer
2020-07-16 09:00:00,989.76,16.84,12.58,75.94,14.59,9.22,1182.36,1.35,91.9,0.0,summer
2020-07-16 10:00:00,989.75,17.64,11.17,65.77,13.29,8.4,1179.68,0.74,4.09,0.0,summer
2020-07-16 11:00:00,989.76,18.95,9.44,53.97,11.84,7.48,1175.06,1.47,234.0,0.0,summer
2020-07-16 12:00:00,989.64,18.49,10.54,59.78,12.74,8.05,1176.36,2.62,267.4,0.0,summer
2020-07-16 13:00:00,989.69,18.25,10.79,61.73,12.96,8.19,1177.29,2.8,276.0,0.0,summer
2020-07-16 14:00:00,989.8,18.19,10.49,60.73,12.7,8.02,1177.78,1.86,263.9,0.0,summer
2020-07-16 15:00:00,989.87,18.42,9.84,57.29,12.16,7.68,1177.18,1.79,292.0,0.0,summer
2020-07-16 16:00:00,989.82,18.31,10.77,61.42,12.95,8.18,1177.21,3.06,243.7,0.0,summer
2020-07-16 17:00:00,989.97,17.34,10.28,63.19,12.53,7.91,1181.51,1.27,260.6,0.0,summer
2020-07-16 18:00:00,990.03,17.72,10.42,62.27,12.65,7.98,1179.98,1.11,280.7,0.0,summer
2020-07-16 19:00:00,990.41,16.62,11.62,72.29,13.69,8.65,1184.44,2.16,42.42,0.0,summer
2020-07-16 20:00:00,990.78,16.19,11.54,73.92,13.63,8.6,1186.68,2.11,36.68,0.0,summer
2020-07-16 21:00:00,991.21,15.35,11.71,78.87,13.78,8.69,1190.59,1.19,287.7,0.0,summer
2020-07-16 22:00:00,991.55,14.83,12.12,83.8,14.16,8.93,1192.97,0.5,80.2,0.0,summer
2020-07-16 23:00:00,991.74,14.38,12.73,89.8,14.73,9.29,1194.81,0.51,168.0,0.0,summer
2020-07-17 00:00:00,991.7,14.04,12.71,91.7,14.72,9.28,1196.18,0.93,209.3,0.0,summer
2020-07-17 01:00:00,991.82,13.39,12.51,94.4,14.52,9.16,1199.13,1.2,243.4,0.0,summer
2020-07-17 02:00:00,991.95,12.72,12.37,97.7,14.39,9.07,1202.16,0.55,61.61,0.0,summer
2020-07-17 03:00:00,991.99,12.54,12.23,98.0,14.26,8.99,1203.02,0.56,73.72,0.0,summer
2020-07-17 04:00:00,992.14,11.6,11.57,99.8,13.65,8.6,1207.47,0.84,226.5,0.0,summer
2020-07-17 05:00:00,992.77,10.56,10.56,100.0,12.76,8.04,1213.07,0.53,191.3,0.0,summer
2020-07-17 06:00:00,993.03,10.55,10.55,100.0,12.75,8.03,1213.43,1.06,204.8,0.0,summer
2020-07-17 07:00:00,993.45,11.52,11.52,100.0,13.61,8.56,1209.42,0.87,189.3,0.0,summer
2020-07-17 08:00:00,993.81,15.15,12.54,84.4,14.55,9.16,1194.2,0.95,128.5,0.0,summer
2020-07-17 09:00:00,993.68,18.08,10.46,61.04,12.68,7.98,1182.88,2.32,59.97,0.0,summer
2020-07-17 10:00:00,993.85,17.87,7.6,50.97,10.45,6.57,1184.94,3.05,38.98,0.0,summer
2020-07-17 11:00:00,993.53,18.92,6.83,45.26,9.91,6.23,1180.54,2.77,31.67,0.0,summer
2020-07-17 12:00:00,993.51,19.31,7.69,46.84,10.51,6.61,1178.67,1.75,31.3,0.0,summer
2020-07-17 13:00:00,993.45,19.7,7.59,45.41,10.44,6.56,1177.06,2.86,31.9,0.0,summer
2020-07-17 14:00:00,993.45,20.4,7.74,43.93,10.55,6.63,1174.21,2.46,320.6,0.0,summer
2020-07-17 15:00:00,993.29,21.37,7.36,40.33,10.28,6.46,1170.27,1.21,281.1,0.0,summer
2020-07-17 16:00:00,993.26,21.06,7.2,40.66,10.17,6.39,1171.53,1.05,26.68,0.0,summer
2020-07-17 17:00:00,993.07,21.4,7.9,41.79,10.67,6.71,1169.72,1.64,16.15,0.0,summer
2020-07-17 18:00:00,993.11,20.72,8.37,44.97,11.01,6.93,1172.32,0.97,239.0,0.0,summer
2020-07-17 19:00:00,993.18,19.99,8.79,48.4,11.33,7.13,1175.18,2.67,30.94,0.0,summer
2020-07-17 20:00:00,993.55,19.19,9.51,53.4,11.89,7.48,1178.58,0.56,25.31,0.0,summer
2020-07-17 21:00:00,993.91,18.65,10.06,57.33,12.34,7.76,1180.99,0.71,162.2,0.0,summer
2020-07-17 22:00:00,994.1,18.11,10.05,59.25,12.33,7.75,1183.42,1.2,230.8,0.0,summer
2020-07-17 23:00:00,994.11,17.36,10.08,62.25,12.36,7.77,1186.46,1.33,245.4,0.0,summer
2020-07-18 00:00:00,994.2,16.53,10.22,66.22,12.47,7.84,1189.92,1.39,259.2,0.0,summer
2020-07-18 01:00:00,994.13,16.07,10.38,68.93,12.61,7.93,1191.67,1.54,260.8,0.0,summer
2020-07-18 02:00:00,994.07,15.89,10.62,70.86,12.81,8.06,1192.24,0.45,219.5,0.0,summer
2020-07-18 03:00:00,993.99,15.34,11.12,75.91,13.25,8.33,1194.22,0.26,304.9,0.0,summer
2020-07-18 04:00:00,993.84,14.72,10.61,76.34,12.8,8.05,1196.81,0.41,171.9,0.0,summer
2020-07-18 05:00:00,993.84,14.03,10.88,81.3,13.04,8.2,1199.59,0.43,69.93,0.0,summer
2020-07-18 06:00:00,993.9,14.55,10.77,78.0,12.94,8.14,1197.54,0.86,212.6,0.0,summer
2020-07-18 07:00:00,994.0,17.69,11.57,67.33,13.65,8.59,1184.4,0.5,151.4,0.0,summer
2020-07-18 08:00:00,993.97,19.98,12.31,61.27,14.33,9.02,1174.81,0.89,115.7,0.0,summer
2020-07-18 09:00:00,993.85,20.26,12.64,61.53,14.64,9.22,1173.4,2.51,65.86,0.0,summer
2020-07-18 10:00:00,993.64,21.45,12.79,57.76,14.79,9.31,1168.35,2.58,36.03,0.0,summer
2020-07-18 11:00:00,993.26,21.78,11.92,53.46,13.97,8.79,1166.97,3.17,44.35,0.0,summer
2020-07-18 12:00:00,993.08,22.1,11.24,50.11,13.35,8.4,1165.76,3.05,71.61,0.0,summer
2020-07-18 13:00:00,992.71,22.96,11.08,47.07,13.21,8.32,1162.0,3.12,51.2,0.0,summer
2020-07-18 14:00:00,992.34,23.58,10.2,42.75,12.46,7.85,1159.48,2.24,12.47,0.0,summer
2020-07-18 15:00:00,992.02,24.56,9.32,37.99,11.74,7.39,1155.6,2.0,102.2,0.0,summer
2020-07-18 16:00:00,991.72,24.98,9.29,36.99,11.72,7.38,1153.63,2.9,52.76,0.0,summer
2020-07-18 17:00:00,991.33,25.51,8.56,34.1,11.15,7.03,1151.38,2.27,26.08,0.0,summer
2020-07-18 18:00:00,991.04,26.29,8.5,32.44,11.11,7.0,1148.06,0.76,9.02,0.0,summer
2020-07-18 19:00:00,991.02,24.25,8.86,37.52,11.38,7.18,1155.79,0.72,307.8,0.0,summer
2020-07-18 20:00:00,991.28,23.3,8.87,39.76,11.39,7.18,1159.8,1.67,324.7,0.0,summer
2020-07-18 21:00:00,991.98,21.09,9.9,48.74,12.21,7.69,1168.97,0.49,43.7,0.0,summer
2020-07-18 22:00:00,992.4,18.88,11.1,60.58,13.23,8.34,1177.85,0.6,45.38,0.0,summer
2020-07-18 23:00:00,992.42,18.23,10.04,58.76,12.32,7.76,1180.92,1.51,220.9,0.0,summer
2020-07-19 00:00:00,992.42,16.24,10.39,68.23,12.62,7.95,1188.91,0.45,207.7,0.0,summer
2020-07-19 01:00:00,992.23,15.19,10.41,73.11,12.64,7.96,1193.0,1.65,209.3,0.0,summer
2020-07-19 02:00:00,992.07,14.15,10.92,80.9,13.08,8.24,1196.92,0.47,159.8,0.0,summer
2020-07-19 03:00:00,991.76,13.43,10.43,82.0,12.65,7.97,1199.75,0.77,192.9,0.0,summer
2020-07-19 04:00:00,991.5,13.51,11.15,85.6,13.27,8.37,1198.81,1.06,237.0,0.0,summer
2020-07-19 05:00:00,991.41,12.62,10.72,88.2,12.9,8.14,1202.61,1.0,200.0,0.0,summer
2020-07-19 06:00:00,991.35,14.15,11.35,83.2,13.45,8.48,1195.88,0.7,162.2,0.0,summer
2020-07-19 07:00:00,991.21,16.67,11.78,72.82,13.84,8.73,1185.13,0.88,145.6,0.0,summer
2020-07-19 08:00:00,991.15,19.28,12.2,63.54,14.23,8.98,1174.31,0.8,124.2,0.0,summer
2020-07-19 09:00:00,991.09,21.67,12.59,56.27,14.6,9.22,1164.55,0.93,141.0,0.0,summer
2020-07-19 10:00:00,990.77,24.68,11.67,44.13,13.74,8.67,1152.79,0.98,172.0,0.0,summer
2020-07-19 11:00:00,990.18,25.47,11.48,41.59,13.57,8.57,1149.13,1.93,72.7,0.0,summer
2020-07-19 12:00:00,989.64,25.68,11.31,40.62,13.42,8.48,1147.76,2.22,66.89,0.0,summer
2020-07-19 13:00:00,989.21,26.7,10.62,36.52,12.81,8.1,1143.62,2.05,66.92,0.0,summer
2020-07-19 14:00:00,988.79,27.07,10.73,36.0,12.91,8.16,1141.68,0.98,269.4,0.0,summer
2020-07-19 15:00:00,988.42,27.46,10.94,35.69,13.09,8.28,1139.69,0.95,335.3,0.0,summer
2020-07-19 16:00:00,987.99,27.63,10.93,35.31,13.08,8.28,1138.55,0.65,16.82,0.0,summer
2020-07-19 17:00:00,987.71,27.91,10.82,34.48,12.98,8.22,1137.21,0.57,62.11,0.0,summer
2020-07-19 18:00:00,987.68,27.23,11.16,36.71,13.29,8.41,1139.62,0.91,295.9,0.0,summer
2020-07-19 19:00:00,987.93,26.12,10.13,36.58,12.4,7.85,1144.53,0.87,299.4,0.0,summer
2020-07-19 20:00:00,987.97,25.53,9.51,36.32,11.89,7.52,1147.06,0.75,257.0,0.0,summer
2020-07-19 21:00:00,988.52,24.8,9.64,38.27,12.0,7.58,1150.47,1.5,247.3,0.0,summer
2020-07-19 22:00:00,988.53,23.29,11.6,47.76,13.68,8.65,1155.59,0.7,143.3,0.0,summer
2020-07-19 23:00:00,988.65,21.87,9.92,46.55,12.23,7.73,1161.94,0.88,235.7,0.0,summer
2020-07-20 00:00:00,988.73,20.21,11.84,58.55,13.89,8.79,1167.87,0.93,220.6,0.0,summer
2020-07-20 01:00:00,988.64,19.0,11.84,63.15,13.9,8.79,1172.59,1.03,233.4,0.0,summer
2020-07-20 02:00:00,988.52,18.44,11.33,63.21,13.43,8.5,1174.91,0.87,207.9,0.0,summer
2020-07-20 03:00:00,988.3,17.23,11.16,67.47,13.29,8.4,1179.61,0.54,201.6,0.0,summer
2020-07-20 04:00:00,988.16,15.65,12.1,79.4,14.14,8.95,1185.5,1.39,136.8,0.0,summer
2020-07-20 05:00:00,988.34,15.29,11.56,78.42,13.65,8.63,1187.43,0.86,192.2,0.0,summer
2020-07-20 06:00:00,988.29,15.88,11.97,77.54,14.01,8.87,1184.78,0.92,168.0,0.0,summer
2020-07-20 07:00:00,988.21,17.19,12.35,73.16,14.37,9.09,1179.17,1.24,172.9,0.0,summer
2020-07-20 08:00:00,988.6,19.13,12.41,65.02,14.43,9.13,1171.78,0.84,112.9,0.0,summer
2020-07-20 09:00:00,989.11,21.35,11.95,54.99,14.0,8.85,1163.75,2.14,258.0,0.0,summer
2020-07-20 10:00:00,989.56,22.77,14.3,58.82,16.32,10.32,1157.66,2.41,280.4,0.0,summer
2020-07-20 11:00:00,990.02,24.3,14.52,54.43,16.56,10.47,1152.13,2.19,272.7,0.0,summer
2020-07-20 12:00:00,990.36,24.78,13.31,48.89,15.31,9.67,1151.23,2.53,304.4,0.0,summer
2020-07-20 13:00:00,990.77,23.22,13.03,52.71,15.03,9.49,1157.9,1.7,269.0,0.0,summer
2020-07-20 14:00:00,991.26,20.87,13.61,63.15,15.61,9.85,1167.47,1.86,266.9,0.1,summer
2020-07-20 15:00:00,991.2,20.32,14.94,71.2,17.01,10.74,1168.96,1.72,210.5,0.0,summer
2020-07-20 16:00:00,990.86,23.02,14.38,58.23,16.41,10.36,1158.17,0.96,79.89,0.0,summer
2020-07-20 17:00:00,991.0,22.0,14.31,61.69,16.34,10.32,1162.37,3.18,42.95,0.0,summer
2020-07-20 18:00:00,991.45,21.57,13.46,59.9,15.45,9.75,1164.99,3.27,35.98,0.0,summer
2020-07-20 19:00:00,992.01,20.06,12.93,63.52,14.93,9.42,1171.89,5.21,26.46,0.0,summer
2020-07-20 20:00:00,992.62,19.43,12.27,63.22,14.29,9.0,1175.43,3.42,30.88,0.0,summer
2020-07-20 21:00:00,993.46,18.5,11.88,65.3,13.93,8.77,1180.35,1.76,31.39,0.0,summer
2020-07-20 22:00:00,993.55,17.82,11.56,66.76,13.65,8.59,1183.34,1.73,349.0,0.0,summer
2020-07-20 23:00:00,993.79,17.03,11.49,69.85,13.58,8.54,1186.88,0.4,354.3,0.0,summer
2020-07-21 00:00:00,993.9,16.06,12.11,77.38,14.15,8.9,1190.73,0.59,84.0,0.0,summer
2020-07-21 01:00:00,994.13,15.27,11.94,80.5,13.99,8.8,1194.35,0.63,57.29,0.0,summer
2020-07-21 02:00:00,994.23,14.16,11.61,84.6,13.68,8.61,1199.22,0.52,173.4,0.0,summer
2020-07-21 03:00:00,994.59,13.77,11.68,87.2,13.75,8.65,1201.26,0.69,46.08,0.0,summer
2020-07-21 04:00:00,994.57,14.42,10.39,76.71,12.62,7.93,1199.03,2.04,12.07,0.0,summer
2020-07-21 05:00:00,994.78,14.11,9.79,75.18,12.12,7.61,1200.81,1.15,25.58,0.0,summer
2020-07-21 06:00:00,994.88,14.23,8.18,66.91,10.87,6.83,1201.01,2.17,31.85,0.0,summer
2020-07-21 07:00:00,995.13,14.46,8.08,65.48,10.8,6.78,1200.38,2.43,30.22,0.0,summer
2020-07-21 08:00:00,995.57,15.48,8.17,61.67,10.86,6.81,1196.64,3.39,51.29,0.0,summer
2020-07-21 09:00:00,995.55,16.74,7.98,56.16,10.72,6.73,1191.48,2.94,60.05,0.0,summer
2020-07-21 10:00:00,995.44,17.89,8.4,53.75,11.03,6.92,1186.5,2.49,62.68,0.0,summer
2020-07-21 11:00:00,995.38,19.4,8.55,49.42,11.15,7.0,1180.25,2.28,55.42,0.0,summer
2020-07-21 12:00:00,995.31,20.75,8.28,44.61,10.94,6.87,1174.84,1.36,64.8,0.0,summer
2020-07-21 13:00:00,995.02,21.3,7.5,40.89,10.37,6.51,1172.55,3.33,52.48,0.0,summer
2020-07-21 14:00:00,994.79,21.69,6.43,37.11,9.64,6.05,1171.06,1.44,14.17,0.0,summer
2020-07-21 15:00:00,994.47,22.9,5.61,32.56,9.11,5.72,1166.14,2.03,356.9,0.0,summer
2020-07-21 16:00:00,994.15,23.27,4.54,29.56,8.45,5.31,1164.59,2.73,27.39,0.0,summer
2020-07-21 17:00:00,993.99,24.02,5.37,29.93,8.96,5.62,1161.24,2.35,260.7,0.0,summer
2020-07-21 18:00:00,993.88,23.26,6.05,32.86,9.39,5.9,1163.9,1.69,263.2,0.0,summer
2020-07-21 19:00:00,994.12,21.48,5.6,35.47,9.1,5.71,1171.35,1.16,252.1,0.0,summer
2020-07-21 20:00:00,994.83,19.58,5.18,38.73,8.84,5.54,1179.91,0.71,34.68,0.0,summer
2020-07-21 21:00:00,995.68,17.91,5.61,44.3,9.11,5.71,1187.58,0.65,213.2,0.0,summer
2020-07-21 22:00:00,995.98,16.68,6.31,50.29,9.56,5.99,1192.77,0.53,104.2,0.0,summer
2020-07-21 23:00:00,996.56,15.97,6.42,53.02,9.64,6.04,1196.36,0.62,69.37,0.0,summer
2020-07-22 00:00:00,996.88,14.09,6.83,61.55,9.91,6.21,1204.46,0.57,60.63,0.0,summer
2020-07-22 01:00:00,996.98,13.2,6.62,64.3,9.77,6.12,1208.39,0.31,165.6,0.0,summer
